,parentTaxid,taxid,CDS,CDS_Mean,exon,exon_Mean,gene,gene_Mean,mRNA,mRNA_Mean
2460,10239,665883, 55, 543.8727272727273,0,0, 55, 543.8727272727273,0,0
2462,10239,753085, 46, 652.7608695652174,0,0, 46, 652.7608695652174,0,0
2463,10239,753084, 102, 639.9411764705883,0,0, 102, 639.9411764705883,0,0
2464,10239,1904439, 4, 1814.25,0,0, 4, 1814.25,0,0
2465,10239,101850, 145, 833.4413793103448,0,0, 145, 833.4413793103448,0,0
2467,10239,86502, 7, 643.2857142857143,0,0, 7, 643.2857142857143,0,0
2468,10239,133789, 16, 402.75,0,0, 6, 979.0,0,0
2469,10239,85708, 3, 654.0,0,0, 3, 654.0,0,0
2470,10239,1352230, 60, 587.7,0,0, 60, 588.0166666666667,0,0
2471,10239,1352235, 5, 1125.0,0,0, 5, 1125.0,0,0
2472,10239,1680908, 210, 1095.642857142857,0,0, 210, 1095.642857142857,0,0
2474,10239,1572715, 172, 608.4418604651163, 9, 79.11111111111111, 180, 596.3111111111111,0,0
2475,10239,1933092, 1, 948.0,0,0, 1, 948.0,0,0
2476,10239,1572712, 202, 597.2227722772277,0,0, 201, 600.2089552238806,0,0
2478,10239,70734, 44, 698.4545454545455,0,0, 44, 698.4545454545455,0,0
2479,10239,1873949, 46, 820.8913043478261,0,0, 46, 820.8913043478261,0,0
2480,10239,45709, 4, 2524.5,0,0, 4, 2524.5,0,0
2481,10239,516956, 5, 1479.6,0,0, 5, 1479.6,0,0
2484,10239,1934322, 2, 3967.5,0,0, 2, 3967.5,0,0
2485,10239,1919062, 6, 583.5,0,0, 5, 718.6,0,0
2486,10239,1229760, 82, 481.609756097561,0,0, 82, 481.609756097561,0,0
2487,10239,1610835, 54, 766.3888888888889,0,0, 54, 766.3888888888889,0,0
2488,10239,1610836, 86, 657.7325581395348,0,0, 86, 657.7325581395348,0,0
2489,10239,1610837, 87, 645.4827586206897,0,0, 87, 645.4827586206897,0,0
2490,10239,1737555, 7, 663.0,0,0, 7, 663.0,0,0
2491,10239,1288359, 5, 2133.6, 5, 2203.2, 5, 2203.2, 5, 2203.2
2492,10239,1341876, 8, 1131.0,0,0, 7, 1292.4285714285713,0,0
2493,10239,1610838, 87, 639.2413793103449,0,0, 87, 639.2413793103449,0,0
2494,10239,1970065, 6, 927.5,0,0, 5, 1192.2,0,0
2495,10239,284687, 4, 2734.5,0,0, 4, 2734.5,0,0
2496,10239,284689, 1, 1866.0,0,0, 1, 1866.0,0,0
2497,10239,1661395, 1, 8142.0,0,0, 1, 8142.0,0,0
2498,10239,129727, 131, 976.3969465648855,0,0, 131, 976.3969465648855,0,0
2499,10239,129726, 134, 975.0,0,0, 134, 975.0,0,0
2500,10239,67762, 6, 558.5,0,0, 6, 558.5,0,0
2501,10239,67761, 6, 1330.0,0,0, 6, 1330.0,0,0
2502,10239,1661392, 3, 1952.0,0,0, 3, 1952.0,0,0
2503,10239,52280, 2, 4741.5,0,0, 2, 4741.5,0,0
2504,10239,1513237, 9, 1701.6666666666667,0,0, 9, 1701.6666666666667,0,0
2506,10239,316106, 1, 270.0,0,0, 1, 270.0,0,0
2511,10239,318852, 7, 1605.0,0,0, 6, 1856.8333333333333,0,0
2512,10239,1293572, 306, 813.8921568627451,0,0, 306, 813.8921568627451,0,0
2513,10239,748667, 2, 5394.0,0,0, 2, 5394.0,0,0
2514,10239,59305, 3, 5545.0,0,0, 3, 5545.0,0,0
2515,10239,469660, 47, 790.5957446808511,0,0, 47, 790.5957446808511,0,0
2516,10239,59300, 4, 3414.75,0,0, 3, 4552.666666666667,0,0
2517,10239,59301, 5, 3793.8,0,0, 4, 4742.0,0,0
2518,10239,59302, 5, 3792.6,0,0, 4, 4740.5,0,0
2519,10239,263531, 1, 6501.0,0,0, 1, 6501.0,0,0
2520,10239,946046, 2, 4471.5,0,0, 2, 4471.5,0,0
2521,10239,1590836, 3, 3857.0,0,0, 3, 3857.0,0,0
2522,10239,1093773, 6, 1411.5,0,0, 6, 1411.5,0,0
2525,10239,1227357, 7, 648.8571428571429,0,0, 7, 649.2857142857143,0,0
2526,10239,1227356, 7, 657.8571428571429,0,0, 7, 658.2857142857143,0,0
2527,10239,1227355, 7, 648.8571428571429,0,0, 7, 649.2857142857143,0,0
2528,10239,1227354, 7, 648.8571428571429,0,0, 7, 649.2857142857143,0,0
2529,10239,1840528, 12, 1932.75,0,0, 12, 1932.75,0,0
2531,10239,298965,0,0, 1, 615.0,0,0,0,0
2532,10239,223316, 7, 648.8571428571429,0,0, 7, 648.8571428571429,0,0
2533,10239,687379, 6, 660.0,0,0, 4, 1741.0,0,0
2534,10239,223313, 7, 641.5714285714286,0,0, 7, 641.5714285714286,0,0
2535,10239,1608058, 3, 3047.0,0,0, 3, 3047.0,0,0
2536,10239,687373, 3, 885.0,0,0, 3, 885.0,0,0
2537,10239,687372, 2, 1120.5,0,0, 2, 1120.5,0,0
2538,10239,687371, 3, 904.0,0,0, 3, 904.0,0,0
2539,10239,687370, 3, 848.0,0,0, 3, 848.0,0,0
2540,10239,687377, 3, 906.0,0,0, 3, 906.0,0,0
2541,10239,687376, 2, 1164.0,0,0, 2, 1164.0,0,0
2542,10239,687375, 2, 1150.5,0,0, 2, 1150.5,0,0
2543,10239,687374, 3, 896.0,0,0, 3, 896.0,0,0
2544,10239,12730, 10, 1674.6, 6, 2578.8333333333335, 10, 1785.2, 6, 2578.8333333333335
2545,10239,318279, 8, 956.625,0,0, 6, 1946.8333333333333,0,0
2546,10239,984186, 46, 778.5652173913044,0,0, 46, 778.5652173913044,0,0
2548,10239,10995, 3, 2043.0,0,0, 3, 2043.0,0,0
2549,10239,10990, 14, 2028.642857142857,0,0, 14, 2028.642857142857,0,0
2550,10239,10991, 13, 1812.0,0,0, 12, 1940.0,0,0
2551,10239,1923009, 2, 4203.0,0,0, 2, 4203.0,0,0
2552,10239,180399, 2, 826.5,0,0, 2, 826.5,0,0
2553,10239,486494, 1, 10329.0,0,0, 1, 10329.0,0,0
2554,10239,1923002, 3, 3704.0,0,0, 3, 3704.0,0,0
2555,10239,1923003, 3, 3186.0,0,0, 3, 3186.0,0,0
2556,10239,1923000, 1, 8595.0,0,0, 1, 8595.0,0,0
2557,10239,1923001, 4, 2872.5,0,0, 4, 2872.5,0,0
2558,10239,1923004, 3, 3162.0,0,0, 3, 3162.0,0,0
2559,10239,1922759, 1, 5127.0,0,0, 1, 5127.0,0,0
2560,10239,1922758, 1, 8403.0,0,0, 1, 8403.0,0,0
2561,10239,1728958, 160, 597.225, 21, 78.61904761904762, 181, 537.0552486187845,0,0
2562,10239,1922751, 2, 1785.0,0,0, 2, 1785.0,0,0
2563,10239,1922750, 2, 1681.5,0,0, 2, 1681.5,0,0
2564,10239,1357669, 144, 501.5208333333333, 2, 78.5, 146, 495.7260273972603,0,0
2565,10239,1922752, 2, 1723.5,0,0, 2, 1723.5,0,0
2566,10239,1922755, 2, 2014.5,0,0, 2, 2014.5,0,0
2567,10239,1922754, 2, 1633.5,0,0, 2, 1633.5,0,0
2568,10239,1922757, 1, 5094.0,0,0, 1, 5094.0,0,0
2569,10239,1922756, 2, 1758.0,0,0, 2, 1758.0,0,0
2570,10239,341711, 6, 561.0,0,0, 6, 561.0,0,0
2571,10239,370833, 3, 3546.0,0,0, 3, 3546.0,0,0
2572,10239,204873, 2, 364.5,0,0, 5, 1538.0,0,0
2573,10239,96054, 6, 552.0,0,0, 6, 552.0,0,0
2574,10239,165250, 5, 1572.6,0,0, 5, 1572.6,0,0
2575,10239,328430, 8, 1185.375,0,0, 7, 1354.5714285714287,0,0
2576,10239,515320, 6, 1170.5,0,0, 6, 1170.5,0,0
2577,10239,230871, 20, 729.3,0,0, 20, 730.35,0,0
2578,10239,948071, 74, 693.8513513513514,0,0, 74, 693.8513513513514,0,0
2579,10239,1415628, 3, 792.0,0,0, 3, 792.0,0,0
2580,10239,1716041, 178, 472.85393258426967, 13, 78.23076923076923, 191, 445.9947643979058,0,0
2581,10239,1716042, 173, 473.02890173410407, 11, 74.0909090909091, 184, 449.17934782608694,0,0
2583,10239,1415627, 3, 679.0,0,0, 3, 679.0,0,0
2584,10239,915293, 1, 888.0,0,0, 1, 888.0,0,0
2585,10239,888441, 7, 806.5714285714286,0,0, 6, 987.8333333333334,0,0
2586,10239,11642, 6, 1817.0,0,0, 6, 1817.0,0,0
2587,10239,1474867, 376, 861.5904255319149, 8, 77.125, 384, 845.5208333333334,0,0
2588,10239,64312, 1, 10125.0,0,0, 1, 10125.0,0,0
2589,10239,1301279, 167, 1026.556886227545,0,0, 167, 1026.556886227545,0,0
2590,10239,64310, 1, 10215.0,0,0, 1, 10215.0,0,0
2591,10239,64317, 1, 10242.0,0,0, 1, 10242.0,0,0
2592,10239,64319, 1, 10293.0,0,0, 1, 10293.0,0,0
2593,10239,64318, 1, 10290.0,0,0, 1, 10290.0,0,0
2594,10239,10942, 13, 1336.1538461538462,0,0, 13, 1342.076923076923,0,0
2595,10239,1529392, 6, 2424.0,0,0, 6, 2424.0,0,0
2596,10239,1188792, 1, 13491.0,0,0, 1, 13491.0,0,0
2597,10239,1188795, 40, 954.3,0,0, 40, 954.3,0,0
2598,10239,1188794, 47, 808.2127659574468,0,0, 47, 808.2127659574468,0,0
2599,10239,1922535, 1, 8118.0,0,0, 1, 8118.0,0,0
2600,10239,1922534, 1, 9006.0,0,0, 1, 9006.0,0,0
2601,10239,1922536, 1, 12633.0,0,0, 1, 12633.0,0,0
2602,10239,1922531, 1, 6138.0,0,0, 1, 6138.0,0,0
2603,10239,1922530, 1, 4065.0,0,0, 1, 4065.0,0,0
2604,10239,1922533, 2, 3933.0,0,0, 2, 3933.0,0,0
2605,10239,1922532, 1, 6606.0,0,0, 1, 6606.0,0,0
2606,10239,1922539, 1, 9342.0,0,0, 1, 9342.0,0,0
2607,10239,1922538, 2, 3864.0,0,0, 2, 3864.0,0,0
2608,10239,128710, 35, 395.9142857142857,0,0, 35, 395.9142857142857,0,0
2609,10239,1449896, 8, 510.75,0,0, 8, 510.75,0,0
2610,10239,1449897, 8, 515.25,0,0, 8, 515.25,0,0
2611,10239,512792, 73, 512.6712328767123,0,0, 73, 512.6712328767123,0,0
2612,10239,909297, 43, 657.0,0,0, 43, 657.0,0,0
2613,10239,1897538, 4, 627.75,0,0, 3, 897.6666666666666,0,0
2614,10239,1660365, 84, 686.3928571428571, 3, 76.66666666666667, 87, 665.3678160919541,0,0
2616,10239,509532, 8, 618.75,0,0, 8, 618.75,0,0
2617,10239,509531, 6, 564.5,0,0, 6, 564.5,0,0
2618,10239,936308, 6, 1770.0,0,0, 5, 2139.2,0,0
2619,10239,470166, 3, 3535.0,0,0, 3, 3535.0,0,0
2620,10239,205899, 10, 2363.7,0,0, 10, 2363.7,0,0
2621,10239,1592576, 138, 816.7173913043479,0,0, 138, 816.7173913043479,0,0
2622,10239,205895, 10, 2313.3,0,0, 10, 2313.3,0,0
2626,10239,129395, 2, 3300.0,0,0, 2, 3300.0,0,0
2630,10239,1566869, 1, 9378.0,0,0, 1, 9378.0,0,0
2631,10239,1566868, 2, 2791.5,0,0, 2, 2791.5,0,0
2632,10239,717641, 4, 1507.5,0,0, 4, 1507.5,0,0
2633,10239,881945, 6, 883.5,0,0, 5, 1101.8,0,0
2634,10239,1128151,0,0,0,0,0,0,0,0
2635,10239,1852657, 51, 783.0588235294117,0,0, 51, 783.0588235294117,0,0
2636,10239,37961, 2, 1978.5,0,0, 2, 1978.5,0,0
2638,10239,876449, 80, 508.3625,0,0, 80, 508.3625,0,0
2639,10239,1912234, 1, 10371.0,0,0, 1, 10371.0,0,0
2640,10239,144752, 4, 2526.0,0,0, 4, 2526.0,0,0
2641,10239,307240, 31, 473.1290322580645,0,0, 31, 473.1290322580645,0,0
2642,10239,65068, 2, 5464.5,0,0, 2, 5464.5,0,0
2643,10239,312349, 7, 1003.2857142857143,0,0, 7, 1003.2857142857143,0,0
2644,10239,452758, 6, 543.0,0,0, 6, 543.0,0,0
2645,10239,487311, 3, 1533.0,0,0, 3, 1533.0,0,0
2646,10239,77344, 6, 1219.0,0,0, 6, 1219.0,0,0
2647,10239,1930302, 3, 926.0,0,0, 3, 926.0,0,0
2648,10239,1543419, 3, 780.0,0,0, 3, 780.0,0,0
2649,10239,1633878, 1, 8322.0,0,0, 1, 8322.0,0,0
2650,10239,1354510, 103, 480.5533980582524, 1, 76.0, 104, 476.66346153846155,0,0
2651,10239,1354511, 95, 502.9578947368421, 3, 75.33333333333333, 98, 489.8673469387755,0,0
2652,10239,1354512, 97, 520.2371134020618,0,0, 97, 520.2371134020618,0,0
2653,10239,1675865, 145, 839.7724137931034,0,0, 145, 839.7724137931034,0,0
2654,10239,1354514, 151, 483.81456953642385, 2, 78.5, 153, 478.51633986928107,0,0
2656,10239,11002, 3, 1968.0,0,0, 3, 1968.0,0,0
2657,10239,359961, 53, 696.0,0,0, 53, 696.0,0,0
2658,10239,907191, 12, 2183.0,0,0, 12, 2183.0,0,0
2659,10239,1170656, 6, 555.0,0,0, 6, 555.0,0,0
2660,10239,11008, 4, 2189.25,0,0, 3, 2918.6666666666665,0,0
2661,10239,268316, 5, 588.6,0,0, 4, 795.5,0,0
2662,10239,38142, 6, 1711.5,0,0, 6, 1711.5,0,0
2663,10239,1468454, 1, 14925.0,0,0, 1, 15088.0,0,0
2664,10239,1655662, 5, 813.2,0,0, 5, 813.2,0,0
2665,10239,1655660, 5, 826.2,0,0, 5, 826.2,0,0
2666,10239,1655661, 5, 778.8,0,0, 5, 778.8,0,0
2667,10239,1718278, 86, 496.2906976744186,0,0, 86, 496.2906976744186,0,0
2668,10239,1718273, 88, 668.8636363636364,0,0, 88, 668.8636363636364,0,0
2669,10239,373412, 104, 515.6826923076923,0,0, 104, 515.6923076923077,0,0
2670,10239,373413, 102, 647.6764705882352,0,0, 102, 647.6764705882352,0,0
2671,10239,1353795, 2, 3718.5,0,0, 2, 3718.5,0,0
2672,10239,373411, 89, 701.5955056179776,0,0, 89, 701.5955056179776,0,0
2673,10239,373414, 81, 765.8518518518518,0,0, 81, 765.8518518518518,0,0
2674,10239,225752, 6, 558.5,0,0, 6, 558.5,0,0
2676,10239,333968, 8, 615.75,0,0, 8, 620.25,0,0
2677,10239,180230, 176, 1455.6818181818182,0,0, 163, 2695.01226993865,0,0
2678,10239,1027468, 5, 2228.4,0,0, 5, 2228.4,0,0
2680,10239,1701853, 98, 495.9183673469388, 2, 71.5, 99, 492.34343434343435,0,0
2684,10239,674980, 6, 902.5,0,0, 6, 902.5,0,0
2685,10239,1923418, 1, 8649.0,0,0, 1, 8649.0,0,0
2686,10239,46021, 886, 538.747178329571, 7, 77.57142857142857, 886, 538.747178329571,0,0
2687,10239,913600, 7, 515.5714285714286,0,0, 7, 515.5714285714286,0,0
2688,10239,1458670, 120, 464.9,0,0, 120, 464.9,0,0
2689,10239,1225789, 65, 552.1384615384616, 2, 72.5, 68, 535.1029411764706,0,0
2691,10239,1729141, 1, 9174.0,0,0, 1, 9174.0,0,0
2692,10239,691965, 107, 672.7009345794393, 1, 73.0, 108, 667.1481481481482,0,0
2693,10239,691964, 107, 688.9906542056075, 1, 74.0, 108, 683.2962962962963,0,0
2694,10239,1923619, 2, 3220.5,0,0, 2, 3220.5,0,0
2695,10239,1923618, 2, 3949.5,0,0, 2, 3949.5,0,0
2696,10239,1923617, 2, 3705.0,0,0, 2, 3705.0,0,0
2697,10239,1923615, 1, 7722.0,0,0, 1, 7722.0,0,0
2698,10239,1923614, 2, 4230.0,0,0, 2, 4230.0,0,0
2699,10239,1923613, 2, 4503.0,0,0, 2, 4503.0,0,0
2700,10239,1923612, 1, 7848.0,0,0, 1, 7848.0,0,0
2701,10239,1923611, 2, 4078.5,0,0, 2, 4078.5,0,0
2702,10239,1923610, 1, 8286.0,0,0, 1, 8286.0,0,0
2703,10239,128941, 5, 602.4,0,0, 5, 602.4,0,0
2704,10239,1329781, 3, 1071.0,0,0, 3, 1071.0,0,0
2705,10239,1904883, 7, 653.1428571428571,0,0, 7, 653.1428571428571,0,0
2706,10239,1125677, 3, 4753.0,0,0, 1, 10158.0,0,0
2707,10239,311229, 12, 1933.25,0,0, 12, 1933.25,0,0
2708,10239,1567014, 77, 540.9350649350649,0,0, 77, 540.9350649350649,0,0
2709,10239,1051792, 3, 2412.0,0,0, 3, 2412.0,0,0
2711,10239,46242, 141, 887.8085106382979,0,0, 141, 887.8085106382979,0,0
2712,10239,10835, 6, 714.5,0,0, 6, 714.5,0,0
2713,10239,10834, 5, 581.4, 4, 528.0, 4, 748.25, 1, 1142.0
2714,10239,10837, 4, 578.25,0,0, 4, 578.25,0,0
2715,10239,10836, 3, 674.0,0,0, 3, 674.0,0,0
2716,10239,10831, 7, 597.4285714285714,0,0, 7, 597.4285714285714,0,0
2717,10239,10830, 5, 595.2, 2, 505.5, 4, 765.5,0,0
2718,10239,10832, 6, 551.5,0,0, 6, 551.5,0,0
2719,10239,1191100, 6, 883.0,0,0, 5, 1135.6,0,0
2721,10239,10839, 2, 822.0,0,0, 2, 822.0,0,0
2722,10239,1165702, 44, 873.0,0,0, 43, 895.6976744186046,0,0
2723,10239,227470, 352, 621.2215909090909, 23, 82.1304347826087, 375, 588.1573333333333,0,0
2724,10239,1414748, 97, 667.6701030927835,0,0, 97, 667.6701030927835,0,0
2725,10239,1414747, 106, 559.7830188679245, 1, 74.0, 106, 560.4716981132076,0,0
2726,10239,1414742, 68, 534.5294117647059,0,0, 68, 534.5441176470588,0,0
2727,10239,1411991, 3, 2178.0,0,0, 3, 2178.0,0,0
2728,10239,396034, 54, 591.3888888888889,0,0, 54, 591.3888888888889,0,0
2731,10239,1163708, 6, 1123.0,0,0, 6, 1123.0,0,0
2732,10239,1221835, 62, 662.0322580645161,0,0, 62, 662.0322580645161,0,0
2733,10239,1163703, 5, 1325.4,0,0, 5, 1325.4,0,0
2734,10239,1306546, 8, 468.75,0,0, 7, 554.7142857142857,0,0
2735,10239,219704, 2, 2110.5,0,0, 2, 2110.5,0,0
2736,10239,141904, 13, 615.4615384615385,0,0, 13, 615.4615384615385,0,0
2737,10239,1904410, 7, 769.2857142857143,0,0, 6, 944.6666666666666,0,0
2738,10239,1904411, 7, 776.5714285714286,0,0, 6, 952.6666666666666,0,0
2739,10239,591160, 7, 532.7142857142857,0,0, 7, 532.7142857142857,0,0
2740,10239,1566309, 7, 1617.4285714285713,0,0, 7, 1708.2857142857142,0,0
2741,10239,1105381, 1, 10044.0,0,0, 1, 10044.0,0,0
2742,10239,1105380, 1, 8859.0,0,0, 1, 8859.0,0,0
2743,10239,1105383, 5, 518.4,0,0, 5, 518.4,0,0
2744,10239,1555201, 97, 510.77319587628864, 1, 75.0, 97, 511.5360824742268,0,0
2745,10239,1555202, 611, 529.4435351882161, 7, 80.14285714285714, 618, 524.3543689320388,0,0
2746,10239,1105385, 3, 709.0,0,0, 3, 709.0,0,0
2747,10239,1555208, 82, 659.4512195121952,0,0, 82, 659.4512195121952,0,0
2748,10239,328668, 7, 1477.7142857142858,0,0, 7, 1477.7142857142858,0,0
2749,10239,1457386, 4, 2750.25,0,0, 4, 2750.25,0,0
2750,10239,1173745, 114, 522.7105263157895,0,0, 114, 522.7105263157895,0,0
2751,10239,1173747, 114, 522.921052631579,0,0, 114, 522.921052631579,0,0
2752,10239,1173743, 69, 513.8695652173913,0,0, 69, 513.8695652173913,0,0
2753,10239,1674930, 61, 685.327868852459,0,0, 61, 685.327868852459,0,0
2754,10239,1173748, 113, 529.0619469026549,0,0, 113, 529.0619469026549,0,0
2755,10239,1173749, 59, 642.7118644067797,0,0, 59, 642.7118644067797,0,0
2756,10239,1848169, 2, 4032.0,0,0, 2, 4032.0,0,0
2757,10239,443746, 1, 9339.0,0,0, 1, 9339.0,0,0
2760,10239,1592764, 2, 751.5,0,0, 2, 751.5,0,0
2761,10239,683735, 66, 600.8636363636364,0,0, 66, 600.8636363636364,0,0
2762,10239,70203, 15, 363.8,0,0, 15, 363.8,0,0
2763,10239,199587, 6, 556.0,0,0, 6, 556.0,0,0
2764,10239,59816, 3, 1953.0,0,0, 3, 2018.6666666666667,0,0
2765,10239,59817, 9, 456.3333333333333,0,0, 8, 614.75,0,0
2766,10239,1400526, 6, 1563.0,0,0, 6, 1563.0,0,0
2767,10239,457382, 5, 1177.2,0,0, 5, 1177.2,0,0
2771,10239,1922948, 2, 2034.0,0,0, 2, 2034.0,0,0
2772,10239,1922949, 2, 2223.0,0,0, 2, 2223.0,0,0
2773,10239,1675554, 99, 655.969696969697,0,0, 99, 655.969696969697,0,0
2774,10239,1675555, 113, 498.34513274336285,0,0, 112, 502.80357142857144,0,0
2775,10239,1925152, 1, 357.0,0,0, 1, 357.0,0,0
2776,10239,1925153, 6, 565.5,0,0, 6, 565.5,0,0
2777,10239,1296659, 103, 480.29126213592235,0,0, 103, 480.29126213592235,0,0
2778,10239,83544, 7, 2010.0,0,0, 7, 2010.0,0,0
2779,10239,1296656, 221, 586.8733031674208, 3, 82.0, 223, 582.7174887892377,0,0
2780,10239,1296655, 219, 588.3835616438356, 4, 80.25, 222, 581.8828828828829,0,0
2781,10239,549205, 3, 2222.0,0,0, 3, 2222.0,0,0
2782,10239,1468596, 1, 948.0,0,0, 1, 948.0,0,0
2783,10239,1468597, 1, 948.0,0,0, 1, 948.0,0,0
2785,10239,162013, 8, 1921.875, 6, 2538.6666666666665, 6, 2538.6666666666665, 6, 2538.6666666666665
2786,10239,1417599, 54, 704.1111111111111,0,0, 54, 704.1111111111111,0,0
2787,10239,295090, 6, 895.0,0,0, 6, 895.0,0,0
2788,10239,161494, 147, 802.9591836734694,0,0, 147, 802.9591836734694,0,0
2789,10239,196690, 3, 1709.0,0,0, 3, 1709.0,0,0
2790,10239,655098, 90, 750.2,0,0, 90, 750.2,0,0
2791,10239,1132026, 56, 738.2678571428571,0,0, 55, 751.7818181818182,0,0
2792,10239,655097, 115, 624.3130434782609,0,0, 115, 624.3130434782609,0,0
2793,10239,1930825, 2, 5460.0,0,0, 2, 5460.0,0,0
2794,10239,1141525, 51, 782.0588235294117,0,0, 51, 782.0588235294117,0,0
2795,10239,196398, 6, 1059.5,0,0, 5, 1271.2,0,0
2796,10239,1955730, 1, 6201.0,0,0, 1, 6201.0,0,0
2797,10239,196399,0,0,0,0,0,0,0,0
2798,10239,1381007, 6, 546.0,0,0, 6, 546.0,0,0
2799,10239,1052671, 101, 647.3168316831683,0,0, 101, 647.3168316831683,0,0
2800,10239,1532180, 2, 2934.0,0,0, 2, 2934.0,0,0
2801,10239,338781, 11, 2186.181818181818,0,0, 11, 2186.181818181818,0,0
2802,10239,1188812, 2, 828.0,0,0, 2, 828.0,0,0
2804,10239,1188819, 2, 723.0,0,0, 2, 723.0,0,0
2805,10239,1465751, 131, 932.3816793893129,0,0, 148, 918.0608108108108,0,0
2807,10239,1284208, 2, 5824.5,0,0, 2, 5824.5,0,0
2808,10239,117198, 7, 651.4285714285714,0,0, 7, 651.4285714285714,0,0
2809,10239,103807, 58, 662.4310344827586, 2, 76.5, 60, 642.9,0,0
2810,10239,32603, 113, 1133.3628318584072,0,0, 88, 2450.1363636363635,0,0
2811,10239,1608072, 3, 3121.0,0,0, 3, 3121.0,0,0
2812,10239,1608075, 3, 4147.0,0,0, 3, 4147.0,0,0
2813,10239,32604, 128, 1068.46875,0,0, 103, 2487.3106796116504,0,0
2814,10239,329641, 4, 1556.25,0,0, 4, 1556.25,0,0
2815,10239,2003327, 12, 567.0,0,0, 12, 567.0,0,0
2816,10239,983437, 6, 719.0,0,0, 6, 719.5,0,0
2818,10239,1622192, 99, 706.030303030303,0,0, 98, 713.2244897959183,0,0
2819,10239,1622193, 72, 562.25,0,0, 71, 570.1549295774648,0,0
2820,10239,1622190, 91, 751.021978021978,0,0, 90, 759.3555555555556,0,0
2821,10239,1622191, 98, 711.3061224489796,0,0, 97, 718.6288659793814,0,0
2822,10239,1602124, 5, 1129.2,0,0, 4, 1411.25,0,0
2823,10239,204933, 1, 6357.0,0,0, 1, 6357.0,0,0
2824,10239,1429904, 92, 541.8913043478261,0,0, 91, 547.8351648351648,0,0
2825,10239,1429905, 98, 695.5102040816327,0,0, 98, 695.5102040816327,0,0
2826,10239,1108865, 166, 828.144578313253,0,0, 166, 828.144578313253,0,0
2827,10239,425009, 2, 2407.5,0,0, 2, 2407.5,0,0
2828,10239,1273090, 6, 884.0,0,0, 5, 1129.2,0,0
2829,10239,1273092, 6, 893.0,0,0, 5, 1140.8,0,0
2830,10239,356862, 11, 1730.4545454545455,0,0, 11, 1730.4545454545455,0,0
2831,10239,635076, 1, 354.0,0,0, 1, 354.0,0,0
2832,10239,1874540, 54, 741.5555555555555,0,0, 54, 741.5555555555555,0,0
2833,10239,1642018, 4, 1601.25,0,0, 4, 1601.25,0,0
2834,10239,29272, 4, 2352.0,0,0, 4, 2352.0,0,0
2835,10239,1923280, 2, 1632.0,0,0, 2, 1632.0,0,0
2836,10239,1923281, 2, 1971.0,0,0, 2, 1971.0,0,0
2837,10239,1923282, 3, 1668.0,0,0, 3, 1668.0,0,0
2838,10239,1923284, 2, 1666.5,0,0, 2, 1666.5,0,0
2839,10239,1923285, 1, 4833.0,0,0, 1, 4833.0,0,0
2840,10239,1923286, 3, 1219.0,0,0, 3, 1219.0,0,0
2841,10239,1923287, 3, 2041.0,0,0, 3, 2041.0,0,0
2842,10239,1923288, 3, 926.0,0,0, 3, 926.0,0,0
2843,10239,1923289, 3, 1860.0,0,0, 3, 1860.0,0,0
2844,10239,1808960, 3, 766.0,0,0, 2, 1238.5,0,0
2848,10239,1073767, 45, 838.4444444444445,0,0, 45, 838.4444444444445,0,0
2850,10239,1415608, 1, 855.0,0,0, 1, 855.0,0,0
2852,10239,327387, 4, 2361.75,0,0, 4, 2361.75,0,0
2854,10239,192584, 130, 792.3461538461538,0,0, 130, 792.3461538461538,0,0
2856,10239,11665, 4, 2028.75,0,0, 4, 2028.75,0,0
2857,10239,11663, 6, 1468.0, 1, 9256.0, 6, 2467.1666666666665, 1, 9256.0
2859,10239,11660, 6, 1474.0,0,0, 5, 1690.8,0,0
2860,10239,1514665, 3, 754.0,0,0, 3, 754.0,0,0
2861,10239,1922885, 3, 3783.0,0,0, 3, 3783.0,0,0
2862,10239,1922884, 3, 3642.0,0,0, 3, 3642.0,0,0
2863,10239,1922730, 3, 1267.0,0,0, 3, 1267.0,0,0
2864,10239,1922737, 2, 2158.5,0,0, 2, 2158.5,0,0
2865,10239,1922736, 1, 5949.0,0,0, 1, 5949.0,0,0
2866,10239,1922883, 2, 3727.5,0,0, 2, 3727.5,0,0
2867,10239,1922734, 2, 3192.0,0,0, 2, 3192.0,0,0
2868,10239,1922738, 2, 1942.5,0,0, 2, 1942.5,0,0
2869,10239,1922889, 6, 2002.0,0,0, 6, 2002.0,0,0
2871,10239,246343, 4, 2617.5,0,0, 2, 3545.5,0,0
2872,10239,134681, 6, 709.0,0,0, 6, 709.0,0,0
2873,10239,227137, 6, 565.0,0,0, 6, 565.0,0,0
2874,10239,1923425, 4, 1326.75,0,0, 4, 1326.75,0,0
2875,10239,1923420, 2, 3825.0,0,0, 2, 3825.0,0,0
2876,10239,1923421, 1, 9972.0,0,0, 1, 9972.0,0,0
2877,10239,1923422, 1, 9939.0,0,0, 1, 9939.0,0,0
2878,10239,1923423, 2, 2446.5,0,0, 2, 2446.5,0,0
2879,10239,1923429, 1, 2901.0,0,0, 1, 2901.0,0,0
2880,10239,1671798, 7, 1005.8571428571429,0,0, 7, 1005.8571428571429,0,0
2881,10239,139870, 46, 780.1304347826087, 4, 74.75, 46, 780.1304347826087,0,0
2882,10239,139871, 56, 653.8392857142857,0,0, 56, 654.5178571428571,0,0
