name,taxid
Orthobunyavirus,11572
Herbevirus,1980533
Tospoviridae,1980419
Orthotospovirus,11611
Fimoviridae,1980412
Emaravirus,675845
Mononegavirales,11157
Rhabdoviridae,11270
Cytorhabdovirus,11305
Vesiculovirus,11271
Tibrovirus,1299306
Tupavirus,1513300
Ephemerovirus,32613
Hapavirus,1972611
Varicosavirus,140295
Sigmavirus,1308858
Lyssavirus,11286
Novirhabdovirus,186778
Nucleorhabdovirus,11306
Ledantevirus,1978532
Curiovirus,1985687
Sripuvirus,1985692
Dichorhavirus,1913605
Perhabdovirus,1298653
Almendravirus,1972682
Sprivivirus,1513299
Crustavirus,1884458
Arlivirus,1884456
Anphevirus,1884455
Paramyxoviridae,11158
Avulavirus,260963
Rubulavirus,39744
Respirovirus,186938
Morbillivirus,11229
Henipavirus,260964
Aquaparamyxovirus,1232658
Ferlavirus,1283308
Pneumoviridae,11244
Orthopneumovirus,1868215
Pneumovirus,11245
Metapneumovirus,162387
Bornaviridae,178830
Bornavirus,186458
Filoviridae,11266
Marburgvirus,186537
Ebolavirus,186536
Cuevavirus,1513236
Sunviridae,1884452
Sunshinevirus,1921703
Nyamiviridae,1513294
Nyavirus,1513295
Socyvirus,1884454
Mymonaviridae,1883067
Sclerotimonavirus,1883068
Orthomyxoviridae,11308
Thogotovirus,35323
Influenzavirus A,197911
Influenzavirus B,197912
Influenzavirus C,197913
Influenzavirus D,1511083
Isavirus,324913
Quaranjavirus,1299308
Arenaviridae,11617
Arenavirus,11618
Mammarenavirus,1653394
Reptarenavirus,1653395
Ophioviridae,568247
Ophiovirus,88129
Fusariviridae,1661063
Alvernaviridae,866787
Dinornavirus,674976
Geminiviridae,10811
Begomovirus,10814
Mastrevirus,10812
Curtovirus,10813
Becurtovirus,1298630
Topocuvirus,220339
Turncurtovirus,1298631
Eragrovirus,1298632
Circoviridae,39724
Circovirus,39725
Gyrovirus,227307
Parvoviridae,10780
Brevidensovirus,136466
Ambidensovirus,10806
Iteradensovirus,40122
Hepandensovirus,1513201
Penstyldensovirus,1513223
Protoparvovirus,1506574
Bocaparvovirus,1507401
Erythroparvovirus,40121
Dependoparvovirus,10803
Amdoparvovirus,310911
Copiparvovirus,1511888
Aveparvovirus,1511864
Tetraparvovirus,1511911
Inoviridae,10860
Vespertiliovirus,1977144
Inovirus,10861
Lineavirus,1977142
Plectrovirus,10875
Habenivirus,1977141
Fibrovirus,1977139
Saetivirus,1977143
Microviridae,10841
Alpha3microvirus,1910951
G4microvirus,1910952
Phix174microvirus,1910954
Spiromicrovirus,10852
Bdellomicrovirus,10856
Chlamydiamicrovirus,40274
Pequenovirus,1619678
Nanoviridae,251095
Babuvirus,251096
Nanovirus,104766
Anelloviridae,687329
Betatorquevirus,687332
Alphatorquevirus,687331
Gammatorquevirus,687333
Etatorquevirus,687337
Iotatorquevirus,687339
Epsilontorquevirus,687335
Zetatorquevirus,687336
Thetatorquevirus,687338
Kappatorquevirus,1218487
Lambdatorquevirus,1218489
Partitiviridae,11012
Betapartitivirus,1511809
Deltapartitivirus,1511810
Gammapartitivirus,1511811
Alphapartitivirus,1511808
Totiviridae,11006
Victorivirus,674981
Totivirus,11007
Giardiavirus,11011
Leishmaniavirus,39755
Trichomonasvirus,674952
Cystoviridae,10877
Cystovirus,10878
Reoviridae,10880
Cypovirus,10981
Mycoreovirus,311227
Orthoreovirus,10882
Coltivirus,10911
Aquareovirus,10979
Fijivirus,10988
Oryzavirus,10992
Dinovernavirus,699180
Orbivirus,10892
Rotavirus,10912
Phytoreovirus,10985
Mimoreovirus,699182
Seadornavirus,208294
Endornaviridae,564644
Betaendornavirus,2003395
Alphaendornavirus,2003394
Birnaviridae,10993
Avibirnavirus,39751
Aquabirnavirus,39750
Entomobirnavirus,39752
Blosnavirus,564643
Chrysoviridae,249310
Chrysovirus,11014
Picobirnaviridae,585893
Picobirnavirus,104394
Hypoviridae,39748
Hypovirus,39749
Amalgaviridae,1511860
Quadriviridae,1299296
Quadrivirus,1299297
Caudovirales,28883
Siphoviridae,10699
L5virus,186764
Demosthenesvirus,1982106
Smoothievirus,1982557
Pg1virus,1623295
Acadianvirus,1982897
Coopervirus,1982898
Pipefishvirus,1982899
Rosebushvirus,1982900
Omegavirus,1623292
D3112virus,1623286
Phietavirus,1623298
Charlievirus,1623280
Tm4virus,1623306
Xp10virus,1623309
Np1virus,1982239
Sk1virus,1623305
Lambdavirus,186765
Phic31virus,308912
T5virus,187218
Yuavirus,1299429
C5virus,1912760
Hk578virus,1623289
Jerseyvirus,1910991
K1gvirus,1910992
Sp31virus,1910993
Kp36virus,1920860
T1virus,187217
Rogue1virus,1920866
Tlsvirus,1920865
Rtpvirus,1920864
Mudcatvirus,1982088
Marvinvirus,1982091
Ab18virus,1982095
Bernal13virus,1982101
Decurrovirus,1982104
Eiauvirus,1982111
Gaiavirus,1982113
Gilesvirus,1982150
Gordtnkvirus,1982218
Harrisonvirus,1982220
Jenstvirus,1982222
Jwxvirus,1982227
Kelleziovirus,1982236
P12002virus,1982243
P12024virus,1982244
Pa6virus,1982251
Pamx74virus,1982355
Patiencevirus,1982359
Barnyardvirus,1623276
Pbi1virus,1623294
Pepy6virus,1982367
Rdjlvirus,1982372
Rer2virus,1982375
Sap6virus,1623302
Send513virus,1982554
Soupsvirus,1982562
Tin2virus,1982569
Titanvirus,1982573
Ydn12virus,1982745
Woesvirus,1982748
Fishburnevirus,1983734
Phayoncevirus,1983735
Bignuzvirus,1623277
Sitaravirus,1921558
P70virus,1921125
Cba181virus,1918017
Phifelvirus,1623299
Che8virus,1623281
Cjw1virus,1623284
Spbetavirus,680116
Phicbkvirus,1623296
Liefievirus,1623288
Nonagvirus,1921117
Sfi11virus,1623303
Wildcatvirus,1993858
C2virus,186532
Cecivirus,1623290
Ff47virus,1920750
D3virus,1623287
Septima3virus,1921544
Bronvirus,1623278
Che9cvirus,1623282
Seuratvirus,1921553
E125virus,1623297
Cronusvirus,2005059
Sfi21dt1virus,1623304
Corndogvirus,1623285
N15virus,308911
Phijl1virus,1623300
Ssp2virus,1921696
Triavirus,1623273
Biseptimavirus,1623274
Andromedavirus,1623275
Chivirus,1623283
P23virus,1623293
Tp21virus,1623307
Wbetavirus,1623308
Sextaecvirus,1922243
Cbastvirus,1918718
Psavirus,1921434
Slashvirus,1921709
Myoviridae,10662
T4virus,10663
Js98virus,1914165
Rb69virus,1913652
Cc31virus,1913650
Rb49virus,1913651
Schizot4virus,1198137
Jd18virus,1985325
Kp15virus,1985328
Moonvirus,1985329
S16virus,1913653
Sp18virus,1913654
Bcepmuvirus,1198139
Cd119virus,1912144
Agatevirus,1910931
V5virus,1914852
Cr3virus,1914850
Se1virus,1914851
Vi1virus,1298971
Kayvirus,1857843
Spo1virus,1857845
P100virus,1857844
Tsarbombavirus,1985181
Silviavirus,1857889
Twortvirus,1857846
Felixo1virus,1198140
Suspvirus,1985292
P2virus,140410
Hp1virus,1196844
Muvirus,186777
P1virus,186789
Cp220virus,1636617
Cp8virus,1636618
Elvirus,1984786
Rsl2virus,1980922
Pbunavirus,1198980
Cvm10virus,1918725
Msw3virus,1980938
Rslunavirus,1980921
Sep1virus,1980928
Spn3virus,1980929
M12virus,1980937
Bc431virus,1911929
Tg1virus,1921704
Bxz1virus,680114
B4virus,1917990
Kpp10virus,1925779
Pakpunavirus,1921407
Secunda5virus,1921527
Bcep78virus,1198138
Abouovirus,1984773
Agrican357virus,1984776
Arv1virus,1984782
Jimmervirus,1984788
Hapunavirus,1198976
Wphvirus,1922327
Phikzvirus,680115
Bastillevirus,1918010
Vhmlvirus,1922210
Nit1virus,1921016
Ap22virus,1915205
Biquartavirus,1912143
Cp51virus,1918721
Podoviridae,10744
T7virus,110456
Kp32virus,1985720
Kp34virus,1920774
Sp6virus,542837
Fri1virus,1985711
Phikmvvirus,477967
Pradovirus,1985733
Lit1virus,1920762
N4virus,371730
G7cvirus,1920753
Phieco32virus,680277
Nona33virus,1981157
Pocjvirus,1981158
Tl2011virus,1981159
Cp1virus,1982583
Phi29virus,186846
P68virus,680287
P22virus,186794
Bcep22virus,1720323
F116virus,1720324
Ea92virus,1982576
Epsilon15virus,542960
Kf1virus,1982587
Kpp25virus,1982590
Luz7virus,1982594
Bpp1virus,542959
Cba41virus,1918522
Prtbvirus,1984798
Una961virus,1987146
Luz24virus,545932
Pagevirus,1921184
Vp5virus,1922329
Nonanavirus,1921122
Iridoviridae,10486
Ranavirus,10492
Lymphocystivirus,10494
Megalocytivirus,308906
Iridovirus,10487
Chloriridovirus,10491
Polyomaviridae,151341
Gammapolyomavirus,1891716
Betapolyomavirus,1891714
Alphapolyomavirus,1891713
Deltapolyomavirus,1891715
Polydnaviridae,10482
Ichnovirus,10483
Bracovirus,10485
Papillomaviridae,151340
Gammapapillomavirus,325455
Pipapillomavirus,334211
Xipapillomavirus,333921
Deltapapillomavirus,325454
Iotapapillomavirus,325456
Alphapapillomavirus,333750
Nupapillomavirus,475861
Betapapillomavirus,333922
Kappapapillomavirus,325457
Taupapillomavirus,934799
Chipapillomavirus,934800
Phipapillomavirus,934802
Dyozetapapillomavirus,934803
Dyoiotapapillomavirus,934804
Sigmapapillomavirus,935635
Dyoetapapillomavirus,935641
Dyoepsilonpapillomavirus,935646
Psipapillomavirus,935650
Dyodeltapapillomavirus,936056
Rhopapillomavirus,936057
Upsilonpapillomavirus,936058
Omegapapillomavirus,936061
Treiszetapapillomavirus,1922207
Dyorhopapillomavirus,1513244
Mupapillomavirus,334202
Dyomupapillomavirus,1513240
Lambdapapillomavirus,325462
Treisepsilonpapillomavirus,1921776
Epsilonpapillomavirus,325459
Dyosigmapapillomavirus,1513245
Dyopipapillomavirus,1513243
Etapapillomavirus,325458
Omikronpapillomavirus,325461
Thetapapillomavirus,334213
Dyokappapapillomavirus,1513238
Dyolambdapapillomavirus,1513239
Dyonupapillomavirus,1513241
Dyoomikronpapillomavirus,1513242
Dyoxipapillomavirus,1513246
Zetapapillomavirus,333918
Dyochipapillomavirus,1918728
Herpesvirales,548681
Herpesviridae,10292
Simplexvirus,10294
Varicellovirus,10319
Iltovirus,180255
Mardivirus,180252
Scutavirus,1232637
Macavirus,548687
Percavirus,548688
Lymphocryptovirus,10375
Rhadinovirus,10379
Cytomegalovirus,10358
Muromegalovirus,10365
Roseolovirus,40272
Proboscivirus,548689
Alloherpesviridae,548682
Ictalurivirus,172653
Cyprinivirus,692606
Batrachovirus,692605
Malacoherpesviridae,548685
Ostreavirus,548686
Baculoviridae,10442
Alphabaculovirus,558016
Betabaculovirus,558017
Gammabaculovirus,558018
Deltabaculovirus,558019
Phycodnaviridae,10501
Chlorovirus,181083
Prasinovirus,181084
Phaeovirus,181085
Coccolithovirus,346673
Prymnesiovirus,181086
Poxviridae,10240
Parapoxvirus,10257
Orthopoxvirus,10242
Avipoxvirus,10260
Capripoxvirus,10265
Leporipoxvirus,10270
Suipoxvirus,10275
Molluscipoxvirus,10278
Yatapoxvirus,10282
Centapoxvirus,2005509
Cervidpoxvirus,573055
Crocodylidpoxvirus,1285599
Betaentomopoxvirus,10286
Alphaentomopoxvirus,62098
Asfarviridae,137992
Asfivirus,39743
Turriviridae,1511858
Alphaturrivirus,1511859
Adenoviridae,10508
Atadenovirus,100953
Mastadenovirus,10509
Aviadenovirus,10552
Siadenovirus,129876
Pithovirus,1805626
Tectiviridae,10656
Tectivirus,10657
Globuloviridae,292638
Globulovirus,564645
Plasmaviridae,10472
Plasmavirus,10473
Fuselloviridae,10474
Alphafusellovirus,10475
Betafusellovirus,1299307
Ligamenvirales,1511857
Lipothrixviridae,10477
Deltalipothrixvirus,564646
Betalipothrixvirus,341940
Gammalipothrixvirus,341941
Rudiviridae,157897
Rudivirus,187213
Corticoviridae,10659
Corticovirus,10660
Mimiviridae,549779
Cafeteriavirus,1513234
Mimivirus,315393
Marseilleviridae,944644
Marseillevirus,1513458
Bicaudaviridae,423358
Bicaudavirus,680194
Ascoviridae,43682
Toursvirus,1921707
Ascovirus,43680
Ampullaviridae,573053
Ampullavirus,573054
Nudiviridae,1511852
Guttaviridae,324686
Betaguttavirus,1298634
Nimaviridae,196937
Whispovirus,249585
Salterprovirus,352476
Pleolipoviridae,1911603
Alphapleolipovirus,1911604
Betapleolipovirus,1911605
Gammapleolipovirus,1911606
Sphaerolipoviridae,1714267
Alphasphaerolipovirus,1714268
Gammasphaerolipovirus,1714270
Sinaivirus,1921556
Lavidaviridae,1914302
Sputnikvirus,1932924
Botybirnavirus,1918013
Papanivirus,1921431
Aumaivirus,1917979
Retroviridae,11632
Gammaretrovirus,153135
Betaretrovirus,140052
Lentivirus,11646
Alpharetrovirus,153057
Deltaretrovirus,153136
Epsilonretrovirus,153137
Spumavirus,11640
Caulimoviridae,186534
Badnavirus,10652
Caulimovirus,10639
Soymovirus,187214
Cavemovirus,186533
Solendovirus,1232640
Rosadnavirus,1748295
Tungrovirus,187212
Petuvirus,186845
Hepadnaviridae,10404
Orthohepadnavirus,10405
Avihepadnavirus,10437
Genomoviridae,1910928
Gemyvongvirus,1985370
Gemycircularvirus,1542744
Gemygorvirus,1985366
Gemykibivirus,1941236
Gemyduguivirus,1985365
Gemykrogvirus,1985367
Gemykroznavirus,1985368
Gemytondvirus,1985369
Megabirnaviridae,1285596
Megabirnavirus,1285597
Virtovirus,1925802
Bacilladnavirus,674979
Bidnaviridae,1285587
Bidensovirus,1285588
Hytrosaviridae,1285590
Glossinavirus,1285591
Muscavirus,1285593
Deltavirus,39759
Pospiviroidae,185751
Apscaviroid,185756
Pospiviroid,185753
Cocadviroid,185754
Hostuviroid,147262
Coleviroid,185757
Avsunviroidae,185752
Pelamoviroid,185759
Avsunviroid,185758
Elaviroid,564640
